,gameid,ref,att
322,202112010MIL,"['James Capers Jr.', 'Brett Nansel', 'Natalie Sago']",17341
323,202112010NOP,"['Marc Davis', 'Andy Nagy', 'J.T. Orr']",15558
324,202112010OKC,"['Mitchell Ervin', 'C.J. Washington', 'Zach Zarba']",13222
325,202112010ORL,"['Suyash Mehta', 'Dedric Taylor', 'James Williams']",14191
326,202112010WAS,"['Brandon Adair', 'Lauren Holtkamp-Sterling', 'Sean Wright']",15318
327,202112020MEM,"['Karl Lane', 'Evan Scott', 'Josh Tiven']",13103
328,202112020NYK,"['Tyler Ford', 'Natalie Sago', 'Ben Taylor']",19812
329,202112020PHO,"['Eric Lewis', 'Matt Myers', 'Michael Smith']",0
330,202112020POR,"['Brian Forte', 'Tre Maddox', 'Phenizee Ransom']",16143
331,202112020TOR,"['Curtis Blair', 'Pat Fraher']",19800
332,202112030ATL,"['Mousa Dagher', 'Tyler Ford', 'David Guthrie']",17092
333,202112030BRK,"['Nick Buchert', 'Kane Fitzgerald', 'Dedric Taylor']",17732
334,202112030DAL,"['Brandon Adair', 'Tony Brothers', 'Jacyn Goble']",19218
335,202112030GSW,"['Bennie Adams', 'Bill Kennedy', 'J.T. Orr']",18064
336,202112030HOU,"['Marat Kogut', 'Mark Lindsay', 'Sean Wright']",13697
337,202112030IND,"['J.B. DeRosa', 'Brett Nansel', 'James Williams']",13854
338,202112030LAL,"['Kevin Cutler', 'Eric Lewis', 'Justin Van Duyne']",18997
339,202112030UTA,"['Derrick Collins', 'Courtney Kirkland', 'Leon Wood']",18306
340,202112030WAS,"['Matt Boland', 'John Goble', 'C.J. Washington']",17227
341,202112040BRK,"['Marc Davis', 'Mitchell Ervin', 'Gediminas Petraitis']",18116
342,202112040DAL,"['Mark Lindsay', 'Suyash Mehta', 'Sean Wright']",19396
343,202112040GSW,"['James Capers Jr.', 'Sean Corbin', 'Robert Hussey']",18064
344,202112040MIL,"['Tre Maddox', 'Derek Richardson', 'Kevin Scott']",17341
345,202112040NYK,"['Brent Barnaky', 'Andy Nagy', 'Tom Washington']",18272
346,202112040POR,"['Kevin Cutler', 'Rodney Mott', 'Matt Myers']",18193
347,202112040SAC,"['Scott Foster', 'Phenizee Ransom', 'Michael Smith']",15004
348,202112050ATL,"['Brian Forte', 'Aaron Smith', 'Zach Zarba']",16383
349,202112050CLE,"['Curtis Blair', 'Pat Fraher', 'Matt Kallio']",18113
350,202112050HOU,"['Derrick Collins', 'Eric Lewis']",14771
351,202112050TOR,"['Mousa Dagher', 'Kane Fitzgerald', 'Tyler Ford']",19800
352,202112060CHI,"['Nick Buchert', 'Kevin Cutler', 'Sean Wright']",21236
353,202112060CHO,"['Brandon Adair', 'Jacyn Goble', 'Josh Tiven']",14462
354,202112060DET,"['John Conley', 'J.B. DeRosa', 'Courtney Kirkland']",10522
355,202112060GSW,"['Rodney Mott', 'Michael Smith']",18064
356,202112060IND,"['Mitchell Ervin', 'David Guthrie', 'Derek Richardson']",12581
357,202112060MIA,"['Brian Forte', 'Bill Kennedy', 'Jenna Schroeder']",19600
358,202112060MIL,"['Jason Goldenberg', 'Lauren Holtkamp-Sterling', 'Mark Lindsay']",17341
359,202112060MIN,"['Tre Maddox', 'Phenizee Ransom', 'Kevin Scott']",15736
360,202112060PHO,"['Suyash Mehta', 'Justin Van Duyne', 'James Williams']",15292
361,202112060POR,"['John Butler', 'Sean Corbin', 'Ben Taylor']",15865
362,202112070DAL,"['Aaron Smith', 'Tom Washington', 'Zach Zarba']",19559
363,202112070LAL,"['Curtis Blair', 'Scott Foster', 'J.T. Orr']",18997
364,202112070SAS,"['Derrick Collins', 'Eric Lewis']",14698
365,202112080CHO,"['Bill Kennedy', 'Karl Lane', 'Derek Richardson']",15709
366,202112080CLE,"['Nick Buchert', 'Courtney Kirkland', 'Jonathan Sterling']",17707
367,202112080DET,"['Jacyn Goble', 'James Williams']",10499
368,202112080GSW,"['Curtis Blair', 'Scott Foster', 'Justin Van Duyne']",18064
369,202112080HOU,"['Tyler Ford', 'Brandon Schwab', 'Josh Tiven']",15834
370,202112080IND,"['Brandon Adair', 'Marc Davis', 'J.B. DeRosa']",13167
371,202112080LAC,"['Tre Maddox', 'Andy Nagy', 'Michael Smith']",17064
372,202112080MEM,"['Matt Boland', 'Sean Corbin', 'John Goble']",14025
373,202112080MIA,"['Mitchell Ervin', 'Kane Fitzgerald', 'Dedric Taylor']",19600
374,202112080MIN,"['Kevin Cutler', 'Gediminas Petraitis', 'Phenizee Ransom']",15181
375,202112080NOP,"['Brian Forte', 'Lauren Holtkamp-Sterling', 'Zach Zarba']",15035
376,202112080SAC,"['Suyash Mehta', 'J.T. Orr', 'Ben Taylor']",14364
377,202112080TOR,"['David Guthrie', 'Mark Lindsay', 'C.J. Washington']",19800
378,202112090MEM,"['Bennie Adams', 'Pat Fraher', 'Tom Washington']",16334
379,202112090PHI,"['Brent Barnaky', 'Rodney Mott', 'Leon Wood']",20272
380,202112090SAS,"['Mousa Dagher', 'Tyler Ford', 'Kevin Scott']",12855
381,202112100ATL,"['Lauren Holtkamp-Sterling', 'Ben Taylor', 'James Williams']",17074
382,202112100CHO,"['John Butler', 'Dedric Taylor', 'Sean Wright']",16335
383,202112100HOU,"['Matt Boland', 'Matt Myers', 'Zach Zarba']",16319
384,202112100IND,"['Nick Buchert', 'Matt Kallio', 'Eric Lewis']",12618
385,202112100MIN,"['David Guthrie', 'Derek Richardson', 'Aaron Smith']",15694
386,202112100NOP,"['Curtis Blair', 'Bill Kennedy', 'C.J. Washington']",15828
387,202112100OKC,"['Ray Acosta', 'Sean Corbin', 'John Goble']",16523
388,202112100PHO,"['James Capers Jr.', 'Kevin Cutler', 'Natalie Sago']",17071
389,202112100TOR,"['Courtney Kirkland', 'Karl Lane', 'Jonathan Sterling']",19800
390,202112110CLE,"['Bennie Adams', 'Eric Lewis', 'Mark Lindsay']",19432
391,202112110LAC,"['Tyler Ford', 'Jacyn Goble', 'Danielle Scott']",17156
392,202112110MEM,"['Tony Brothers', 'Suyash Mehta', 'J.T. Orr']",17794
393,202112110MIA,"['Derrick Collins', 'John Conley', 'Rodney Mott']",19731
394,202112110PHI,"['David Guthrie', 'Marat Kogut', 'Ed Malloy']",21016
395,202112110SAS,"['Kane Fitzgerald', 'Jenna Schroeder', 'Tom Washington']",14607
396,202112110WAS,"['Nick Buchert', 'Scott Foster', 'Justin Van Duyne']",17575
397,202112120DET,"['Ray Acosta', 'Karl Lane', 'Kevin Scott']",15289
398,202112120LAL,"['Brent Barnaky', 'Matt Boland', 'Sean Wright']",18997
399,202112120NYK,"['Brian Forte', 'Brett Nansel', 'Josh Tiven']",19812
400,202112120OKC,"['John Butler', 'Bill Kennedy', 'Natalie Sago']",15747
401,202112120POR,"['Tyler Ford', 'Jacyn Goble', 'Scott Twardoski']",16591
402,202112120SAS,"['Mitchell Ervin', 'Pat Fraher', 'Dedric Taylor']",14990
403,202112130ATL,"['Derrick Collins', 'Rodney Mott', 'Evan Scott']",14456
404,202112130BOS,"['Curtis Blair', 'J.T. Orr', 'Kevin Scott']",19156
405,202112130CLE,"['Marat Kogut', 'Josh Tiven', 'C.J. Washington']",17401
406,202112130DAL,"['Mousa Dagher', 'Mitchell Ervin', 'Pat Fraher']",19213
407,202112130DEN,"['Tony Brothers', 'Eric Dalen', 'Dannica Mosher']",14632
408,202112130IND,['Michael Smith'],17018
409,202112130LAC,"['Bennie Adams', 'Brent Barnaky', 'Kane Fitzgerald']",17909
410,202112130MEM,"['Eric Lewis', 'Mark Lindsay', 'Andy Nagy']",13420
411,202112130TOR,"['John Goble', 'Lauren Holtkamp-Sterling', 'Leon Wood']",19463
412,202112140BRK,"['Ed Malloy', 'Brett Nansel', 'J.T. Orr']",17325
413,202112140NYK,"['Ray Acosta', 'Sean Corbin', 'Zach Zarba']",19812
414,202112140POR,"['Matt Boland', 'Jacyn Goble', 'Sean Wright']",16184
415,202112150CLE,"['John Goble', 'Lauren Holtkamp-Sterling', 'Leon Wood']",17131
416,202112150DAL,"['Brian Forte', 'Marat Kogut', 'James Williams']",20270
417,202112150DEN,"['Nick Buchert', 'Mitchell Ervin', 'Mark Lindsay']",15365
418,202112150MIL,"['James Capers Jr.', 'Derrick Collins', 'Brandon Schwab']",17341
419,202112150OKC,"['Jenna Schroeder', 'Michael Smith', 'Josh Tiven']",13253
420,202112150ORL,"['Pat Fraher', 'Karl Lane', 'Andy Nagy']",13576
421,202112150PHI,"['Curtis Blair', 'Aaron Smith', 'Justin Van Duyne']",20389
422,202112150POR,"['Brent Barnaky', 'Kane Fitzgerald', 'Danielle Scott']",15773
423,202112150SAC,"['Matt Boland', 'Kevin Cutler', 'Jacyn Goble']",13806
424,202112150SAS,"['Tony Brothers', 'John Conley', 'Gediminas Petraitis']",14354
425,202112150UTA,"['Mousa Dagher', 'Eric Dalen', 'Sean Wright']",18306
426,202112160BRK,"['Pat Fraher', 'Natalie Sago', 'Tom Washington']",17053
427,202112160HOU,"['Brian Forte', 'Ben Taylor', 'Scott Twardoski']",13857
428,202112160IND,"['Tyler Ford', 'Robert Hussey', 'Kevin Scott']",13596
429,202112160PHO,"['Mitchell Ervin', 'Tre Maddox', 'Phenizee Ransom']",16177
430,202112170ATL,"['Sean Corbin', 'Josh Tiven', 'Justin Van Duyne']",16114
431,202112170BOS,"['James Capers Jr.', 'Tyler Ford', 'Gediminas Petraitis']",19156
432,202112170MIN,"['John Goble', 'Jonathan Sterling', 'Dedric Taylor']",17136
433,202112170NOP,"['Tony Brothers', 'Nick Buchert', 'Danielle Scott']",15504
434,202112170ORL,"['Eric Lewis', 'J.T. Orr']",14103
435,202112170POR,"['Mousa Dagher', 'Marc Davis', 'J.B. DeRosa']",18399
436,202112170SAC,"['Bennie Adams', 'Eric Dalen', 'Zach Zarba']",14659
437,202112170UTA,"['Brent Barnaky', 'Kane Fitzgerald']",18306
438,202112180BOS,"['Jacyn Goble', 'Marat Kogut', 'Ed Malloy']",19156
439,202112180BRK,"['Derrick Collins', 'Evan Scott', 'Kevin Scott']",16292
440,202112180DET,"['Kevin Cutler', 'Andy Nagy', 'Tom Washington']",13722
441,202112180MIL,"['Brian Forte', 'Karl Lane', 'Jonathan Sterling']",17341
442,202112180OKC,"['Tre Maddox', 'Suyash Mehta', 'James Williams']",15123
443,202112180TOR,"['John Conley', 'Natalie Sago', 'Sean Wright']",7988
444,202112180UTA,"['Brandon Adair', 'Ben Taylor', 'C.J. Washington']",18306
445,202112190CHI,"['Tony Brothers', 'Tyler Ford', 'Jenna Schroeder']",21560
446,202112190DET,"['Sean Corbin', 'Phenizee Ransom', 'Dedric Taylor']",15188
447,202112190MEM,"['Curtis Blair', 'Mitchell Ervin', 'Michael Smith']",15977
448,202112190MIN,"['J.B. DeRosa', 'Rodney Mott', 'Justin Van Duyne']",16127
449,202112190PHO,"['Brent Barnaky', 'Eric Dalen', 'Bill Kennedy', 'Zach Zarba']",17071
450,202112190SAC,"['John Butler', 'Marc Davis', 'Leon Wood']",15091
451,202112200BOS,"['Marat Kogut', 'Suyash Mehta', 'Sean Wright']",19156
452,202112200CHI,"['Jacyn Goble', 'Natalie Sago', 'James Williams']",21150
453,202112200GSW,"['Marc Davis', 'Ben Taylor', 'C.J. Washington']",18064
454,202112200LAC,"['Brandon Adair', 'Josh Tiven', 'Scott Twardoski']",18096
455,202112200MEM,"['Brandon Schwab', 'Kevin Scott', 'Aaron Smith']",15721
456,202112200UTA,"['Pat Fraher', 'Brett Nansel', 'J.T. Orr']",18306
457,202112210DAL,"['John Butler', 'Karl Lane', 'Eric Lewis']",20056
458,202112210LAL,"['Brandon Adair', 'Ben Taylor', 'Josh Tiven']",18997
459,202112210MIA,"['Curtis Blair', 'Nick Buchert', 'Kane Fitzgerald']",19600
460,202112210NOP,"['John Conley', 'Kevin Cutler', 'Rodney Mott']",15272
461,202112210NYK,"['Matt Boland', 'James Capers Jr.', 'Lauren Holtkamp-Sterling']",17906
462,202112220ATL,"['Jacyn Goble', 'David Guthrie', 'Gediminas Petraitis']",15299
463,202112220BOS,"['Matt Boland', 'Suyash Mehta', 'Tom Washington']",19156
464,202112220MIL,"['Mitchell Ervin', 'Ed Malloy', 'Evan Scott']",17341
465,202112220OKC,"['Bill Kennedy', 'Phenizee Ransom', 'Dedric Taylor']",14932
466,202112220SAC,"['Pat Fraher', 'J.T. Orr', 'Justin Van Duyne']",15386
467,202112230DAL,"['Ray Acosta', 'John Goble', 'Phenizee Ransom']",19654
468,202112230DEN,"['Mousa Dagher', 'Karl Lane', 'Ben Taylor']",17003
469,202112230GSW,"['Kevin Cutler', 'Marat Kogut', 'Josh Tiven']",18064
470,202112230IND,"['John Conley', 'Sean Corbin', 'Lauren Holtkamp-Sterling']",15089
471,202112230LAL,"['Tre Maddox', 'Brett Nansel', 'Justin Van Duyne']",18997
472,202112230MIA,"['Eric Lewis', 'Gediminas Petraitis', 'Jonathan Sterling']",19600
473,202112230NYK,"['Natalie Sago', 'Danielle Scott', 'Sean Wright']",18208
474,202112230ORL,"['Brent Barnaky', 'Kane Fitzgerald', 'Brandon Schwab']",13954
475,202112230PHI,"['Aaron Smith', 'Michael Smith', 'James Williams']",20408
476,202112230PHO,"['Tony Brothers', 'John Butler', 'J.T. Orr']",17071
477,202112230UTA,"['Rodney Mott', 'Derek Richardson', 'Scott Twardoski']",18306
478,202112250LAL,"['Kevin Cutler', 'Mousa Dagher', 'Derek Richardson']",18997
479,202112250MIL,"['Nick Buchert', 'John Goble', 'Natalie Sago']",17341
480,202112250NYK,"['Brandon Adair', 'Eric Dalen', 'Ed Malloy']",19812
481,202112250PHO,"['Ray Acosta', 'Curtis Blair', 'David Guthrie']",17071
482,202112250UTA,"['Tony Brothers', 'John Butler', 'Dedric Taylor']",18306
483,202112260CHI,"['Nick Buchert', 'Tre Maddox', 'Suyash Mehta']",20475
484,202112260CLE,"['Brent Barnaky', 'Sean Corbin', 'Jenna Schroeder']",19432
485,202112260LAC,"['Curtis Blair', 'Mousa Dagher', 'Bill Kennedy']",17759
486,202112260MIA,"['Jason Goldenberg', 'Dannica Mosher', 'Ben Taylor']",19600
487,202112260OKC,"['Derrick Collins', 'Lauren Holtkamp-Sterling', 'Eric Lewis']",15608
488,202112260SAC,"['Tyler Ford', 'Derek Richardson']",15685
489,202112260SAS,"['Tony Brothers', 'Sean Wright']",14715
490,202112260WAS,"['Karl Lane', 'Tom Washington']",16767
491,202112270ATL,"['John Goble', 'Matt Myers', 'C.J. Washington']",17049
492,202112270CHO,"['Suyash Mehta', 'Natalie Sago', 'Josh Tiven']",19349
493,202112270LAC,"['David Guthrie', 'Jonathan Sterling', 'Dedric Taylor']",17128
494,202112270MIN,"['Brent Barnaky', 'Matt Boland', 'Mark Lindsay']",15962
495,202112270PHO,"['John Butler', 'Derrick Collins', 'Kevin Cutler']",17071
496,202112270POR,"['Ray Acosta', 'Scott Twardoski']",18430
497,202112270SAS,"['Karl Lane', 'Sean Wright']",16255
498,202112280GSW,"['Nick Buchert', 'John Butler', 'Kevin Scott']",18064
499,202112280HOU,"['Brandon Adair', 'Eric Lewis']",18104
500,202112280MIA,"['Lauren Holtkamp-Sterling', 'Ed Malloy', 'Jenna Schroeder']",19600
501,202112280MIN,"['Matt Boland', 'Courtney Kirkland', 'Matt Myers']",16339
502,202112280NOP,"['Jason Goldenberg', 'Ben Taylor']",15835
503,202112280ORL,"['Sean Corbin', 'Natalie Sago', 'C.J. Washington']",16696
504,202112280SAC,"['Ray Acosta', 'Mousa Dagher', 'Tyler Ford']",14750
505,202112280TOR,"['Tre Maddox', 'Brett Nansel']",6960
506,202112290BOS,"['Andy Nagy', 'Josh Tiven']",19156
507,202112290CHI,"['Eric Lewis', 'Brett Nansel', 'Ben Taylor']",21372
508,202112290DET,"['Jason Goldenberg', 'Bill Kennedy', 'Scott Twardoski']",18312
509,202112290IND,"['Brent Barnaky', 'Mark Lindsay', 'Jenna Schroeder']",17608
510,202112290MEM,"['Brandon Adair', 'John Goble']",17794
511,202112290PHO,"['Mousa Dagher', 'Kevin Scott', 'Justin Van Duyne']",17071
512,202112290POR,"['Nick Buchert', 'David Guthrie']",17828
513,202112290SAC,"['Derrick Collins', 'Dannica Mosher', 'Jonathan Sterling']",16071
514,202112300BRK,"['Courtney Kirkland', 'Mark Lindsay', 'Suyash Mehta']",17920
515,202112300ORL,"['Ed Malloy', 'C.J. Washington']",15855
516,202112300WAS,"['Kevin Cutler', 'Lauren Holtkamp-Sterling', 'Matt Myers']",15637
517,202112310BOS,"['Bill Kennedy', 'Scott Twardoski']",19156
518,202112310CLE,"['Matt Boland', 'Josh Tiven']",17745
519,202112310HOU,"['Brandon Adair', 'John Goble']",16197
520,202112310IND,"['Brent Barnaky', 'Andy Nagy', 'Natalie Sago']",17515
521,202112310LAL,"['Derrick Collins', 'Kevin Scott']",18997
522,202112310MEM,"['Sean Corbin', 'Leon Wood']",15412
523,202112310OKC,"['Eric Lewis', 'Brett Nansel']",16451
524,202112310SAC,"['Nick Buchert', 'David Guthrie']",15833
525,202112310TOR,"['Ray Acosta', 'Suyash Mehta', 'Ben Taylor']",0
526,202112310UTA,"['Tyler Ford', 'Dannica Mosher', 'Jonathan Sterling']",18306
527,202201010BRK,"['Ray Acosta', 'Josh Tiven']",17732
528,202201010DET,"['Kevin Cutler', 'Natalie Sago']",18911
529,202201010HOU,"['Courtney Kirkland', 'C.J. Washington']",18055
530,202201010MIL,"['Lauren Holtkamp-Sterling', 'Mark Lindsay', 'Scott Twardoski']",17341
531,202201010UTA,"['Derrick Collins', 'Jonathan Sterling']",18306
532,202201010WAS,"['Bennie Adams', 'Matt Boland', 'Jason Goldenberg']",19043
533,202201020BOS,"['Mousa Dagher', 'Tyler Ford']",19156
534,202201020CHO,"['Sean Corbin', 'Suyash Mehta']",19088
535,202201020CLE,"['Brandon Adair', 'Robert Hussey', 'Bill Kennedy']",17808
536,202201020LAL,"['Nick Buchert', 'Tre Maddox']",18343
537,202201020OKC,"['Brent Barnaky', 'Dannica Mosher', 'Leon Wood']",14751
538,202201020SAC,"['Matt Kallio', 'Brett Nansel', 'Kevin Scott']",13699
539,202201020TOR,"['Matt Myers', 'Andy Nagy', 'Sean Wright']",0
540,202201030BRK,"['Ray Acosta', 'Robert Hussey', 'Ben Taylor']",17089
541,202201030CHI,"['Marc Davis', 'Dannica Mosher', 'Jonathan Sterling']",20502
542,202201030DAL,"['Ed Malloy', 'Natalie Sago']",19767
543,202201030GSW,"['Nick Buchert', 'Scott Twardoski', 'Zach Zarba']",18064
544,202201030LAC,"['Derrick Collins', 'Jacyn Goble']",15959
545,202201030MIL,"['Bennie Adams', 'Pat Fraher']",17341
546,202201030NOP,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland']",15057
547,202201030PHI,"['Brandon Adair', 'Kevin Cutler', 'Andy Nagy']",20026
548,202201030POR,"['J.B. DeRosa', 'Matt Kallio', 'Kevin Scott']",15091
549,202201030WAS,"['Matt Myers', 'Josh Tiven']",8902
550,202201040CLE,"['Ray Acosta', 'Tyler Ford']",18178
551,202201040LAL,"['J.B. DeRosa', 'Brian Forte', 'C.J. Washington']",17919
552,202201040NOP,"['Sean Corbin', 'Marat Kogut']",15158
553,202201040NYK,"['Jason Goldenberg', 'Josh Tiven']",18449
554,202201040TOR,"['Mousa Dagher', 'Bill Kennedy', 'Jonathan Sterling']",0
555,202201050BOS,"['Ben Taylor', 'Leon Wood']",19156
556,202201050CHO,"['Brandon Adair', 'Kane Fitzgerald']",14427
557,202201050DAL,"['Marc Davis', 'Marat Kogut', 'Brandon Schwab']",20441
558,202201050DEN,"['John Conley', 'Phenizee Ransom', 'Zach Zarba']",14056
559,202201050IND,"['Tyler Ford', 'James Williams']",14176
560,202201050MIL,"['Pat Fraher', 'Andy Nagy', 'Gediminas Petraitis']",17341
561,202201050MIN,"['Ed Malloy', 'Tom Washington']",14375
562,202201050ORL,"['Jason Goldenberg', 'Scott Wall']",13116
563,202201050POR,"['Bennie Adams', 'Matt Kallio', 'Derek Richardson']",15773
564,202201050SAC,"['Jacyn Goble', 'Tre Maddox', 'C.J. Washington']",13104
565,202201050WAS,"['Mousa Dagher', 'Suyash Mehta', 'Sean Wright']",13014
566,202201060MEM,"['Marc Davis', 'Lauren Holtkamp-Sterling', 'Brandon Schwab']",12983
567,202201060NOP,"['J.B. DeRosa', 'Kane Fitzgerald', 'Matt Myers']",15986
568,202201060NYK,"['Derrick Collins', 'Pat Fraher', 'Evan Scott']",17529
569,202201060PHO,"['Brian Forte', 'Phenizee Ransom', 'Zach Zarba']",17071
570,202201070BRK,"['Marat Kogut', 'Scott Twardoski', 'Tom Washington']",17732
571,202201070CHI,"['Nick Buchert', 'John Conley', 'James Williams']",21700
572,202201070DEN,"['Brian Forte', 'Suyash Mehta', 'Jenna Schroeder']",15966
573,202201070HOU,"['J.B. DeRosa', 'Matt Myers', 'Ben Taylor']",15238
574,202201070LAL,"['Ray Acosta', 'Bennie Adams', 'Courtney Kirkland']",18997
575,202201070OKC,"['Andy Nagy', 'Josh Tiven']",14874
576,202201070PHI,"['Jason Goldenberg', 'Michael Smith', 'Scott Wall']",20265
577,202201070POR,"['Jacyn Goble', 'Ed Malloy', 'C.J. Washington']",16708
578,202201070TOR,"['Derrick Collins', 'Mitchell Ervin']",0
579,202201080BOS,"['Pat Fraher', 'Aaron Smith']",19156
580,202201080CHO,"['Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",19139
581,202201080DET,"['John Conley', 'Gediminas Petraitis', 'James Williams']",18644
582,202201080IND,"['Tyler Ford', 'Jason Goldenberg', 'Marat Kogut']",13160
583,202201080LAC,"['Derek Richardson', 'Leon Wood', 'Sean Wright']",17936
584,202201080PHO,"['Ray Acosta', 'Bill Kennedy', 'Brandon Schwab']",17071
585,202201090BRK,"['Nick Buchert', 'Rodney Mott', 'Scott Twardoski']",15606
586,202201090DAL,"['Ben Taylor', 'Josh Tiven', 'C.J. Washington']",20041
587,202201090GSW,"['Bennie Adams', 'Brandon Schwab', 'Sean Wright']",18064
588,202201090HOU,"['Brandon Adair', 'John Butler', 'Marc Davis']",15277
589,202201090LAC,"['Ed Malloy', 'Natalie Sago', 'Justin Van Duyne']",14836
590,202201090LAL,"['Tony Brothers', 'Jacyn Goble', 'Suyash Mehta']",18288
591,202201090OKC,"['Eric Dalen', 'Brian Forte', 'Jenna Schroeder']",14772
592,202201090ORL,"['Derrick Collins', 'Andy Nagy', 'Michael Smith']",13223
593,202201090POR,"['Courtney Kirkland', 'Phenizee Ransom']",16408
594,202201090TOR,"['Mitchell Ervin', 'Gediminas Petraitis', 'Zach Zarba']",0
595,202201100BOS,"['Nick Buchert', 'Mitchell Ervin', 'James Williams']",19156
596,202201100CHO,"['John Conley', 'Ben Taylor', 'Scott Twardoski']",14253
597,202201100DET,"['J.B. DeRosa', 'Tom Washington']",17834
598,202201100HOU,"['Eric Dalen', 'Marc Davis', 'Jenna Schroeder']",13593
599,202201100NYK,"['Tyler Ford', 'Matt Myers', 'Scott Wall']",16569
600,202201100POR,"['Tony Brothers', 'Phenizee Ransom', 'Derek Richardson']",16379
601,202201100SAC,"['Ray Acosta', 'Bill Kennedy']",12110
602,202201110CHI,"['Brian Forte', 'Evan Scott', 'Michael Smith']",19886
603,202201110LAC,"['Courtney Kirkland', 'J.T. Orr', 'Justin Van Duyne']",15077
604,202201110MEM,"['Curtis Blair', 'Natalie Sago', 'Zach Zarba']",17794
605,202201110NOP,"['Brandon Adair', 'Brent Barnaky', 'Suyash Mehta']",15155
606,202201110TOR,"['John Conley', 'Rodney Mott', 'Aaron Smith']",0
607,202201110WAS,"['John Butler', 'Karl Lane', 'Gediminas Petraitis']",13985
608,202201120ATL,"['Scott Foster', 'Dedric Taylor']",15355
609,202201120CHI,"['Jason Goldenberg', 'Karl Lane', 'James Williams']",21698
610,202201120IND,"['Mitchell Ervin', 'Ed Malloy', 'Danielle Scott']",13560
611,202201120NYK,"['David Guthrie', 'Mark Lindsay', 'Scott Twardoski']",18215
612,202201120PHI,"['Nick Buchert', 'Derrick Collins']",20317
613,202201120SAC,"['Derek Richardson', 'Justin Van Duyne', 'Sean Wright']",12199
614,202201120SAS,"['Matt Boland', 'Tyler Ford', 'Brandon Schwab']",11314
615,202201120UTA,"['Tony Brothers', 'Eric Dalen', 'Phenizee Ransom']",18306
616,202201120WAS,"['Marc Davis', 'Jacyn Goble']",13138
617,202201130BRK,"['Derrick Collins', 'Zach Zarba']",16964
618,202201130DEN,"['Bennie Adams', 'James Capers Jr.', 'Tre Maddox']",14972
619,202201130MEM,"['J.B. DeRosa', 'Bill Kennedy', 'C.J. Washington']",15881
620,202201130MIL,"['Brian Forte', 'John Goble', 'Aaron Smith']",17848
621,202201130NOP,"['Brandon Adair', 'Curtis Blair', 'Jenna Schroeder']",15406
622,202201140CHI,"['Matt Boland', 'Mitchell Ervin', 'David Guthrie']",21174
623,202201140CHO,"['Scott Foster', 'Natalie Sago', 'Danielle Scott']",16011
624,202201140DET,"['Jason Goldenberg', 'Ed Malloy', 'Dannica Mosher']",18011
625,202201140IND,"['John Butler', 'J.T. Orr', 'Tom Washington']",14019
626,202201140MEM,"['J.B. DeRosa', 'Courtney Kirkland', 'Gediminas Petraitis']",16712
627,202201140MIA,"['Evan Scott', 'Ben Taylor', 'Scott Wall']",19600
628,202201140PHI,"['Ray Acosta', 'Marc Davis', 'Mark Lindsay']",20444
629,202201140SAC,"['Kevin Cutler', 'Eric Dalen', 'Phenizee Ransom']",12857
630,202201140SAS,"['Brent Barnaky', 'Karl Lane']",12160
631,202201150ATL,"['Tre Maddox', 'Brett Nansel', 'James Williams']",16414
632,202201150BOS,"['Derrick Collins', 'Mark Lindsay', 'J.T. Orr']",19156
633,202201150BRK,"['Jacyn Goble', 'Bill Kennedy']",17034
634,202201150DAL,"['Justin Van Duyne', 'C.J. Washington', 'Sean Wright']",19816
635,202201150DEN,"['John Goble', 'Dedric Taylor', 'Scott Twardoski']",19520
636,202201150MIA,"['Curtis Blair', 'Brandon Schwab', 'Ben Taylor']",19600
637,202201150MIL,"['Brandon Adair', 'Bennie Adams', 'Tyler Ford']",17341
638,202201150OKC,"['Matt Boland', 'James Capers Jr.', 'Matt Kallio']",15284
639,202201150SAS,"['Karl Lane', 'Aaron Smith', 'Michael Smith']",13223
640,202201150WAS,"['Tony Brothers', 'Matt Myers', 'Natalie Sago']",15124
641,202201160DEN,"['John Butler', 'Derek Richardson', 'Tom Washington']",15647
642,202201160DET,"['Kevin Cutler', 'Gediminas Petraitis', 'Evan Scott']",18178
643,202201160MIN,"['J.B. DeRosa', 'Scott Foster', 'Dannica Mosher']",17136
644,202201160SAC,"['Brent Barnaky', 'Mousa Dagher', 'David Guthrie']",13601
645,202201170ATL,"['Curtis Blair', 'Gediminas Petraitis', 'Sean Wright']",16903
646,202201170BOS,"['Jason Goldenberg', 'Tre Maddox', 'Evan Scott']",19156
647,202201170CLE,"['Courtney Kirkland', 'Marat Kogut', 'Brett Nansel']",18105
648,202201170DAL,"['Mitchell Ervin', 'Suyash Mehta', 'James Williams']",19266
649,202201170LAC,"['John Goble', 'Dedric Taylor', 'Scott Twardoski']",15080
650,202201170LAL,"['David Guthrie', 'Michael Smith', 'Scott Wall']",17238
651,202201170MEM,"['Kane Fitzgerald', 'Matt Myers', 'Ben Taylor']",17794
652,202201170MIA,"['Bill Kennedy', 'Mark Lindsay']",19600
653,202201170NYK,"['Marc Davis', 'Jacyn Goble', 'J.T. Orr']",19812
654,202201170ORL,"['Ray Acosta', 'Robert Hussey', 'Zach Zarba']",13648
655,202201170SAS,"['Kevin Cutler', 'Eric Dalen', 'C.J. Washington']",10422
