,gameid,ref,att
327,202102050PHO,"['Ray Acosta', 'Courtney Kirkland', 'Matt Myers']",0
328,202102060ATL,"['Jenna Schroeder', 'Dedric Taylor', 'James Williams']",991
329,202102060CLE,"['Kevin Cutler', 'Andy Nagy', 'Ben Taylor']",2720
330,202102060DAL,"['Jason Goldenberg', 'Gediminas Petraitis', 'Zach Zarba']",0
331,202102060HOU,"['Mitchell Ervin', 'David Guthrie', 'Suyash Mehta']",3313
332,202102060LAL,"['Tony Brown', 'Marat Kogut', 'Jonathan Sterling']",0
333,202102060NOP,"['Brent Barnaky', 'Robert Hussey', 'Bill Kennedy']",1440
334,202102060NYK,"['Sean Corbin', 'Eric Dalen', 'Phenizee Ransom']",0
335,202102060OKC,"['John Butler', 'John Goble', 'Aaron Smith']",0
336,202102060ORL,"['Marc Davis', 'Jacyn Goble', 'Evan Scott']",3880
337,202102060PHI,"['Nate Green', 'Karl Lane', 'Tre Maddox']",0
338,202102060SAC,"['Matt Kallio', 'Ken Mauer', 'Scott Wall']",0
339,202102070CHO,"['Dannica Mosher', 'Josh Tiven', 'Tom Washington']",0
340,202102070IND,"['Bennie Adams', 'Scott Foster', 'Leon Wood']",0
341,202102070LAC,"['Derrick Collins', 'Kane Fitzgerald', 'Danielle Scott']",0
342,202102070NYK,"['Curtis Blair', 'Tony Brothers', 'Natalie Sago']",0
343,202102070PHO,"['Ray Acosta', 'Courtney Kirkland', 'Matt Myers']",1493
344,202102080CHI,"['Tre Maddox', 'Andy Nagy', 'Ben Taylor']",0
345,202102080CHO,"['Brent Barnaky', 'Marc Davis', 'Nate Green']",0
346,202102080DAL,"['Jason Goldenberg', 'Karl Lane', 'Ed Malloy']",1000
347,202102080DEN,"['Gediminas Petraitis', 'Danielle Scott', 'Sean Wright']",0
348,202102080LAL,"['Kane Fitzgerald', 'Matt Myers', 'Scott Wall']",0
349,202102080MEM,"['Kevin Cutler', 'Brett Nansel', 'Josh Tiven']",1844
350,202102080PHO,"['Marat Kogut', 'Eric Lewis', 'Jonathan Sterling']",1485
351,202102080SAS,"['Mitchell Ervin', 'Bill Kennedy', 'Jenna Schroeder']",0
352,202102090DET,"['Sean Corbin', 'Robert Hussey', 'Leon Wood']",0
353,202102090MIA,"['Lauren Holtkamp-Sterling', 'Evan Scott', 'Tom Washington']",0
354,202102090NOP,"['Natalie Sago', 'Aaron Smith', 'Zach Zarba']",1900
355,202102090POR,"['Ray Acosta', 'Matt Kallio', 'Ken Mauer']",0
356,202102090SAC,"['Courtney Kirkland', 'Michael Smith', 'C.J. Washington']",0
357,202102090SAS,"['Tony Brothers', 'Mitchell Ervin', 'Dannica Mosher']",0
358,202102090UTA,"['Mark Ayotte', 'Tony Brown', 'Leroy Richardson']",3902
359,202102100BRK,"['Curtis Blair', 'Brett Nansel', 'Gediminas Petraitis']",0
360,202102100CHI,"['Karl Lane', 'Tre Maddox', 'Haywoode Workman']",0
361,202102100DAL,"['Brandon Adair', 'Josh Tiven', 'Sean Wright']",1000
362,202102100DEN,"['Kevin Cutler', 'Bill Kennedy', 'Danielle Scott']",0
363,202102100LAL,"['Kane Fitzgerald', 'Matt Myers', 'Scott Wall']",0
364,202102100MEM,"['Scott Foster', 'Derek Richardson', 'Jenna Schroeder']",1830
365,202102100MIN,"['Nate Green', 'Marat Kogut', 'Rodney Mott']",0
366,202102100PHO,"['Derrick Collins', 'Eric Lewis', 'Jonathan Sterling']",1491
367,202102100WAS,"['Brent Barnaky', 'Jason Goldenberg', 'Ed Malloy']",0
368,202102110BOS,"['J.B. DeRosa', 'Ashley Moyer-Gleich', 'Zach Zarba']",0
369,202102110DET,"['Lauren Holtkamp-Sterling', 'Robert Hussey', 'Kevin Scott']",0
370,202102110GSW,"['Courtney Kirkland', 'Michael Smith', 'C.J. Washington']",0
371,202102110HOU,"['Tony Brothers', 'Evan Scott', 'Aaron Smith']",3251
372,202102110POR,"['Ray Acosta', 'Mark Ayotte', 'Ken Mauer']",0
373,202102120ATL,"['Curtis Blair', 'Gediminas Petraitis', 'Derek Richardson']",1451
374,202102120BOS,"['J.B. DeRosa', 'Suyash Mehta', 'Zach Zarba']",0
375,202102120CHI,"['Nick Buchert', 'John Conley', 'Rodney Mott']",0
376,202102120CHO,"['Brandon Adair', 'Jenna Schroeder', 'Sean Wright']",0
377,202102120DAL,"['Scott Foster', 'Justin Van Duyne', 'Scott Wall']",1514
378,202102120DEN,"['Jacyn Goble', 'Nate Green', 'James Williams']",0
379,202102120LAL,"['Eric Lewis', 'Leroy Richardson', 'Dedric Taylor']",0
380,202102120POR,"['Mark Ayotte', 'James Capers Jr.', 'Matt Myers']",0
381,202102120SAC,"['Brent Barnaky', 'Derrick Collins', 'Mousa Dagher']",0
382,202102120UTA,"['Brian Forte', 'Bill Kennedy', 'Jonathan Sterling']",3902
383,202102120WAS,"['Eric Dalen', 'Ed Malloy', 'Phenizee Ransom']",0
384,202102130ATL,"['Curtis Blair', 'Ashley Moyer-Gleich', 'Gediminas Petraitis']",1393
385,202102130GSW,"['Ray Acosta', 'John Goble', 'Michael Smith']",0
386,202102130NYK,"['Tre Maddox', 'Scott Twardoski', 'Haywoode Workman']",0
387,202102130PHO,"['Ken Mauer', 'Aaron Smith', 'C.J. Washington']",1652
388,202102130UTA,"['Brian Forte', 'Courtney Kirkland', 'Jonathan Sterling']",3902
389,202102140CHO,"['Brandon Adair', 'Robert Hussey', 'Sean Wright']",0
390,202102140DAL,"['John Butler', 'Scott Foster', 'Scott Wall']",2211
391,202102140DEN,"['Mark Ayotte', 'Jacyn Goble', 'James Williams']",0
392,202102140DET,"['Ed Malloy', 'Andy Nagy', 'Derek Richardson']",0
393,202102140LAC,"['Eric Lewis', 'Leroy Richardson', 'Dedric Taylor']",0
394,202102140OKC,"['Derrick Collins', 'J.B. DeRosa', 'Jenna Schroeder']",0
395,202102140PHO,"['Nick Buchert', 'James Capers Jr.', 'C.J. Washington']",1732
396,202102140SAC,"['Brent Barnaky', 'Matt Myers', 'Kevin Scott']",0
397,202102140TOR,"['Suyash Mehta', 'Ben Taylor', 'Justin Van Duyne']",0
398,202102140WAS,"['Tony Brothers', 'John Conley', 'Eric Dalen']",0
399,202102150GSW,"['Brent Barnaky', 'Kevin Scott', 'Jonathan Sterling']",0
400,202102150IND,"['Tony Brown', 'Brian Forte', 'Dannica Mosher']",0
401,202102150LAC,"['Nate Green', 'Ken Mauer', 'Dedric Taylor']",0
402,202102150NYK,"['Lauren Holtkamp-Sterling', 'Rodney Mott', 'Brett Nansel']",0
403,202102150SAC,"['Mousa Dagher', 'Tre Maddox', 'Aaron Smith']",0
404,202102150UTA,"['John Goble', 'Simone Jelks', 'Michael Smith']",3902
405,202102150WAS,"['Marc Davis', 'Mitchell Ervin', 'Brandon Schwab']",0
406,202102160BOS,"['Ed Malloy', 'Gediminas Petraitis', 'Derek Richardson']",0
407,202102160MEM,"['Eric Lewis', 'Evan Scott', 'C.J. Washington']",1982
408,202102160MIL,"['Eric Dalen', 'Scott Foster', 'Robert Hussey']",250
409,202102160MIN,"['Sean Corbin', 'Andy Nagy', 'Scott Wall']",0
410,202102160OKC,"['Leroy Richardson', 'Natalie Sago', 'Sean Wright']",0
411,202102160PHO,"['Ray Acosta', 'James Capers Jr.', 'Kevin Cutler']",3181
412,202102170BOS,"['Brian Forte', 'Gediminas Petraitis', 'Derek Richardson']",0
413,202102170CHI,"['Mitchell Ervin', 'Brett Nansel', 'Ben Taylor']",0
414,202102170GSW,"['Nick Buchert', 'Jason Goldenberg', 'Kevin Scott']",0
415,202102170LAC,"['Brent Barnaky', 'Ken Mauer', 'James Williams']",0
416,202102170MEM,"['Jacyn Goble', 'Eric Lewis', 'Evan Scott']",0
417,202102170MIN,"['Mark Ayotte', 'Simone Jelks', 'Aaron Smith']",0
418,202102170NOP,"['Tony Brown', 'Nate Green', 'Dedric Taylor']",1940
419,202102170ORL,"['John Conley', 'David Guthrie', 'Lauren Holtkamp-Sterling']",4249
420,202102170PHI,"['Kane Fitzgerald', 'Karl Lane', 'Ashley Moyer-Gleich']",0
421,202102170WAS,"['Marc Davis', 'J.B. DeRosa', 'Dannica Mosher']",0
422,202102180LAL,"['Kevin Cutler', 'Eric Dalen', 'John Goble']",0
423,202102180MIL,"['Scott Foster', 'Scott Wall', 'Tom Washington']",500
424,202102180SAC,"['James Capers Jr.', 'Sean Corbin', 'Andy Nagy']",0
425,202102190BOS,"['Brian Forte', 'Karl Lane', 'Leroy Richardson']",0
426,202102190CLE,"['Mitchell Ervin', 'Phenizee Ransom', 'Ben Taylor']",2720
427,202102190LAC,"['Jason Goldenberg', 'Kevin Scott', 'James Williams']",0
428,202102190MEM,"['Ken Mauer', 'Dannica Mosher', 'Dedric Taylor']",1795
429,202102190MIL,"['Rodney Mott', 'Natalie Sago', 'Haywoode Workman']",750
430,202102190MIN,"['Mark Ayotte', 'Nick Buchert', 'Simone Jelks']",0
431,202102190NOP,"['Curtis Blair', 'Jenna Schroeder', 'Josh Tiven']",1940
432,202102190ORL,"['Matt Boland', 'Tony Brown', 'Brett Nansel']",4287
433,202102190PHI,"['J.B. DeRosa', 'Kane Fitzgerald', 'Marat Kogut']",0
434,202102200CHI,"['Scott Foster', 'Brandon Schwab', 'Scott Wall']",0
435,202102200CHO,"['John Conley', 'Marc Davis', 'Mark Lindsay']",0
436,202102200LAL,"['James Capers Jr.', 'Eric Dalen', 'James Williams']",0
437,202102200MEM,"['Suyash Mehta', 'Dedric Taylor', 'Tom Washington']",1994
438,202102200POR,"['Kevin Cutler', 'John Goble', 'Andy Nagy']",0
439,202102210ATL,"['Matt Boland', 'Ken Mauer', 'Leroy Richardson']",1362
440,202102210CLE,"['Mousa Dagher', 'Brian Forte', 'Marat Kogut']",2720
441,202102210LAC,"['Sean Corbin', 'Jason Goldenberg', 'Tre Maddox']",0
442,202102210MIL,"['Mitchell Ervin', 'Kane Fitzgerald', 'Natalie Sago']",1800
443,202102210NOP,"['Mark Ayotte', 'J.B. DeRosa', 'Josh Tiven']",1940
444,202102210NYK,"['Jacyn Goble', 'Ashley Moyer-Gleich', 'Ben Taylor']",0
445,202102210ORL,"['Curtis Blair', 'Karl Lane', 'Brett Nansel']",4002
446,202102210TOR,"['Tony Brown', 'Nick Buchert', 'Haywoode Workman']",0
447,202102220DAL,"['John Goble', 'Phenizee Ransom', 'Sean Wright']",2099
448,202102220HOU,"['Evan Scott', 'Kevin Scott', 'Dedric Taylor']",3025
449,202102220LAL,"['James Capers Jr.', 'Jason Goldenberg', 'Scott Twardoski']",0
450,202102220OKC,"['Ray Acosta', 'Brent Barnaky', 'Tom Washington']",0
451,202102220PHO,"['Eric Dalen', 'David Guthrie', 'James Williams']",3213
452,202102220UTA,"['Tyler Ford', 'Matt Kallio', 'Rodney Mott']",3902
453,202102230BRK,"['Brian Forte', 'Eric Lewis', 'Ashley Moyer-Gleich']",324
454,202102230CLE,"['John Butler', 'Marc Davis', 'J.B. DeRosa']",2720
455,202102230DAL,"['John Goble', 'Jonathan Sterling', 'Sean Wright']",3338
456,202102230DEN,"['Mark Ayotte', 'Tre Maddox', 'Justin Van Duyne']",0
457,202102230LAC,"['Sean Corbin', 'Kevin Cutler', 'Andy Nagy']",0
458,202102230MIL,"['Matt Boland', 'Derrick Collins', 'Mousa Dagher']",1800
459,202102230NYK,"['Mitchell Ervin', 'Josh Tiven', 'C.J. Washington']",1981
460,202102230ORL,"['Curtis Blair', 'Karl Lane', 'Derek Richardson']",3631
461,202102230TOR,"['Tony Brown', 'Lauren Holtkamp-Sterling', 'Aaron Smith']",0
462,202102240ATL,"['Eric Dalen', 'Phenizee Ransom', 'Kevin Scott']",1537
463,202102240CHI,"['James Capers Jr.', 'John Conley', 'Marat Kogut']",0
464,202102240CLE,"['Marc Davis', 'J.B. DeRosa', 'Matt Kallio']",2720
465,202102240IND,"['Tony Brothers', 'Matt Myers', 'Natalie Sago']",0
466,202102240MIA,"['Kane Fitzgerald', 'Brett Nansel', 'Gediminas Petraitis']",0
467,202102240NOP,"['Bennie Adams', 'Bill Kennedy', 'Dedric Taylor']",2700
468,202102240OKC,"['Ray Acosta', 'Jacyn Goble', 'Zach Zarba']",0
469,202102240PHO,"['David Guthrie', 'Scott Twardoski', 'James Williams']",3296
470,202102240UTA,"['Brandon Adair', 'Tyler Ford', 'Rodney Mott']",4912
471,202102250BRK,"['Tony Brown', 'Ashley Moyer-Gleich', 'Aaron Smith']",327
472,202102250DEN,"['John Butler', 'Sean Corbin', 'Tre Maddox']",0
473,202102250MEM,"['John Goble', 'Jonathan Sterling', 'Ben Taylor']",1896
474,202102250MIL,"['Brian Forte', 'Courtney Kirkland', 'Leon Wood']",1800
475,202102250NYK,"['Mousa Dagher', 'Michael Smith', 'Sean Wright']",1981
476,202102250PHI,"['Derrick Collins', 'Karl Lane', 'Josh Tiven']",0
477,202102260BOS,"['Eric Lewis', 'Mark Lindsay', 'Aaron Smith']",0
478,202102260CHI,"['Marc Davis', 'Marat Kogut', 'Danielle Scott']",0
479,202102260DET,"['Tony Brothers', 'Jacyn Goble', 'Matt Kallio']",0
480,202102260GSW,"['Scott Twardoski', 'Justin Van Duyne', 'Zach Zarba']",0
481,202102260LAL,"['Tyler Ford', 'Lauren Holtkamp-Sterling', 'Rodney Mott']",0
482,202102260MEM,"['Brandon Adair', 'Matt Boland', 'Ben Taylor']",2039
483,202102260MIA,"['Tony Brown', 'Mitchell Ervin', 'Phenizee Ransom']",0
484,202102260OKC,"['Bennie Adams', 'Curtis Blair', 'Nick Buchert']",0
485,202102260TOR,"['Nate Green', 'Bill Kennedy', 'Natalie Sago']",0
486,202102270BRK,"['Ray Acosta', 'Scott Foster', 'Michael Smith']",684
487,202102270NYK,"['Brandon Schwab', 'Jonathan Sterling', 'Sean Wright']",1981
488,202102270OKC,"['Curtis Blair', 'Nick Buchert', 'John Butler']",0
489,202102270ORL,"['Nate Green', 'Bill Kennedy', 'Natalie Sago']",4242
490,202102270PHI,"['John Conley', 'John Goble', 'Ashley Moyer-Gleich']",0
491,202102270SAS,"['Karl Lane', 'Tre Maddox', 'Haywoode Workman']",0
492,202102270WAS,"['Derrick Collins', 'Leroy Richardson', 'C.J. Washington']",0
493,202102280BOS,"['Matt Kallio', 'Eric Lewis', 'Scott Wall']",0
494,202102280DET,"['Tony Brothers', 'Marat Kogut', 'Danielle Scott']",0
495,202102280HOU,"['Bennie Adams', 'Tony Brown', 'Scott Twardoski']",3284
496,202102280LAL,"['Matt Boland', 'Sean Corbin', 'Justin Van Duyne']",0
497,202102280MIA,"['Jacyn Goble', 'Robert Hussey', 'Josh Tiven']",0
498,202102280MIL,"['Marc Davis', 'Mark Lindsay', 'Aaron Smith']",1800
499,202102280MIN,"['Brandon Adair', 'Phenizee Ransom', 'Ben Taylor']",0
500,202102280SAC,"['Tyler Ford', 'Lauren Holtkamp-Sterling', 'Zach Zarba']",0
501,202103010CHI,"['Jenna Schroeder', 'C.J. Washington', 'Sean Wright']",0
502,202103010HOU,"['Curtis Blair', 'Andy Nagy', 'Jonathan Sterling']",3046
503,202103010NOP,"['Derrick Collins', 'Tom Washington', 'Haywoode Workman']",2700
504,202103010ORL,"['Mousa Dagher', 'Mitchell Ervin', 'Ken Mauer']",3766
505,202103010PHI,"['John Goble', 'Leroy Richardson', 'Michael Smith']",0
506,202103010POR,"['Mark Ayotte', 'John Butler', 'Derek Richardson']",0
507,202103010SAS,"['Nate Green', 'Karl Lane', 'Tre Maddox']",0
508,202103020BOS,"['J.B. DeRosa', 'Scott Foster', 'Ben Taylor']",0
509,202103020LAL,"['Marc Davis', 'Tyler Ford', 'Justin Van Duyne']",0
510,202103020MIA,"['Jason Goldenberg', 'Josh Tiven', 'Scott Wall']",0
511,202103020MIL,"['Mark Lindsay', 'Aaron Smith', 'Sean Wright']",1800
512,202103020SAS,"['Nick Buchert', 'James Capers Jr.', 'Simone Jelks']",0
513,202103020WAS,"['Brent Barnaky', 'Tony Brothers', 'Natalie Sago']",0
514,202103030CLE,"['Tony Brown', 'Andy Nagy', 'Jonathan Sterling']",2720
515,202103030DAL,"['Derrick Collins', 'Matt Kallio', 'Tre Maddox']",3508
516,202103030HOU,"['Lauren Holtkamp-Sterling', 'Gediminas Petraitis', 'James Williams']",3615
517,202103030MIN,"['Kane Fitzgerald', 'Suyash Mehta', 'Dedric Taylor']",0
518,202103030NOP,"['Kevin Scott', 'C.J. Washington', 'Tom Washington']",2700
519,202103030ORL,"['Ray Acosta', 'Karl Lane', 'Ken Mauer']",3969
520,202103030PHI,"['Brandon Adair', 'Sean Corbin', 'Michael Smith']",0
521,202103030POR,"['Mark Ayotte', 'Derek Richardson', 'Zach Zarba']",0
522,202103030SAC,"['Curtis Blair', 'Matt Boland', 'Jenna Schroeder']",0
523,202103030TOR,"['Mitchell Ervin', 'Marat Kogut', 'Eric Lewis']",0
524,202103040BOS,"['Brent Barnaky', 'Scott Foster', 'Ben Taylor']",0
525,202103040IND,"['J.B. DeRosa', 'Eric Lewis', 'Mark Lindsay']",0
526,202103040MEM,"['Marat Kogut', 'Josh Tiven', 'Haywoode Workman']",1961
527,202103040NOP,"['Mitchell Ervin', 'Kevin Scott', 'C.J. Washington']",2700
528,202103040NYK,"['John Conley', 'John Goble', 'Natalie Sago']",1981
529,202103040PHO,"['Marc Davis', 'Nate Green', 'Scott Twardoski']",3233
530,202103040POR,"['Tyler Ford', 'Justin Van Duyne', 'Zach Zarba']",0
531,202103040SAS,"['Nick Buchert', 'James Capers Jr.', 'Simone Jelks']",1000
532,202103040WAS,"['Tony Brothers', 'Jason Goldenberg', 'Aaron Smith']",0
533,202103100DAL,"['Mark Ayotte', 'Eric Dalen', 'Tre Maddox']",3813
534,202103100MEM,"['Karl Lane', 'Rodney Mott', 'Ashley Moyer-Gleich']",1912
535,202103110BRK,"['Marc Davis', 'Suyash Mehta']",1374
536,202103110CHI,"['Sean Corbin', 'Natalie Sago', 'Jonathan Sterling']",0
537,202103110CHO,"['Matt Boland', 'Tony Brothers', 'Jason Goldenberg']",0
538,202103110LAC,"['Ray Acosta', 'Gediminas Petraitis', 'Sean Wright']",0
539,202103110MIA,"['Marat Kogut', 'Ken Mauer', 'C.J. Washington']",0
540,202103110MIL,"['Tyler Ford', 'Jacyn Goble', 'Jenna Schroeder']",1800
541,202103110NOP,"['Kevin Cutler', 'Mitchell Ervin', 'Scott Twardoski']",3700
542,202103110OKC,"['Mark Lindsay', 'Phenizee Ransom', 'Ben Taylor']",0
543,202103110POR,"['Mousa Dagher', 'Ed Malloy', 'Michael Smith']",0
544,202103110SAC,"['Bill Kennedy', 'Derek Richardson', 'Leon Wood']",0
545,202103110TOR,"['Scott Foster', 'Leroy Richardson', 'Scott Wall']",0
546,202103120CHI,"['Karl Lane', 'Haywoode Workman', 'Zach Zarba']",0
547,202103120LAL,"['Eric Dalen', 'Gediminas Petraitis', 'Sean Wright']",0
548,202103120MEM,"['Mark Ayotte', 'Rodney Mott', 'Justin Van Duyne']",2160
549,202103120NOP,"['James Capers Jr.', 'Kevin Cutler', 'Ashley Moyer-Gleich']",3700
550,202103120SAS,"['John Butler', 'Courtney Kirkland', 'Tom Washington']",3241
551,202103120UTA,"['Nick Buchert', 'Tre Maddox', 'Brett Nansel']",5546
552,202103120WAS,"['Brandon Adair', 'Tony Brown', 'Lauren Holtkamp-Sterling']",0
553,202103130ATL,"['Scott Foster', 'Marat Kogut', 'Scott Wall']",2347
554,202103130BRK,"['Marc Davis', 'Jason Goldenberg', 'Aaron Smith']",1364
555,202103130CHO,"['Matt Boland', 'Tony Brothers', 'Nate Green']",2861
556,202103130DEN,"['Bill Kennedy', 'Michael Smith', 'Jonathan Sterling']",0
557,202103130MIN,"['Sean Corbin', 'Jacyn Goble', 'Mark Lindsay']",0
558,202103130OKC,"['Josh Tiven', 'Scott Twardoski', 'Leon Wood']",0
559,202103130PHO,"['Ray Acosta', 'Ed Malloy', 'Ben Taylor']",3166
560,202103130WAS,"['Brandon Adair', 'Tyler Ford', 'Leroy Richardson']",0
561,202103140ATL,"['Marat Kogut', 'Eric Lewis', 'Evan Scott']",2322
562,202103140CHI,"['Mousa Dagher', 'Karl Lane', 'Ken Mauer']",0
563,202103140GSW,"['Derrick Collins', 'Eric Dalen', 'Zach Zarba']",0
564,202103140HOU,"['Ashley Moyer-Gleich', 'Justin Van Duyne', 'Tom Washington']",3264
565,202103140MIN,"['Nick Buchert', 'Tre Maddox', 'Phenizee Ransom']",0
566,202103140NOP,"['Mark Ayotte', 'James Capers Jr.', 'Simone Jelks']",3700
567,202103140OKC,"['John Butler', 'Dedric Taylor', 'Josh Tiven']",0
568,202103140ORL,"['Curtis Blair', 'Kevin Cutler', 'C.J. Washington']",3264
569,202103140PHI,"['Mitchell Ervin', 'Rodney Mott', 'Brett Nansel']",3071
570,202103150BRK,"['Brent Barnaky', 'Scott Foster', 'Matt Myers']",1637
571,202103150CHO,"['Sean Corbin', 'Nate Green', 'Mark Lindsay']",2861
572,202103150DAL,"['Courtney Kirkland', 'Scott Twardoski', 'Leon Wood']",3945
573,202103150DEN,"['Bill Kennedy', 'Michael Smith', 'Jonathan Sterling']",0
574,202103150DET,"['Brandon Adair', 'Tony Brown', 'Tyler Ford']",0
575,202103150GSW,"['Ben Taylor', 'Haywoode Workman', 'Zach Zarba']",0
576,202103150PHO,"['Ray Acosta', 'Ed Malloy', 'Gediminas Petraitis']",3188
577,202103150WAS,"['Jacyn Goble', 'Suyash Mehta', 'Sean Wright']",0
578,202103160BOS,"['Kevin Cutler', 'J.B. DeRosa', 'Tre Maddox']",0
579,202103160CHI,"['Curtis Blair', 'Nick Buchert', 'Justin Van Duyne']",0
580,202103160HOU,"['Mark Ayotte', 'James Capers Jr.', 'Jenna Schroeder']",3069
581,202103160LAL,"['John Butler', 'Eric Lewis', 'Dedric Taylor']",0
582,202103160MIA,"['Mousa Dagher', 'Rodney Mott', 'Tom Washington']",0
583,202103160PHI,"['Simone Jelks', 'Marat Kogut', 'Ken Mauer']",3071
584,202103160POR,"['Derrick Collins', 'Eric Dalen', 'Josh Tiven']",0
585,202103170CHI,"['Nick Buchert', 'Pat Fraher', 'Evan Scott']",0
586,202103170CLE,"['Sean Corbin', 'Suyash Mehta', 'Natalie Sago']",4100
587,202103170DAL,"['John Goble', 'Ashley Moyer-Gleich', 'Scott Twardoski']",3975
588,202103170DEN,"['Ray Acosta', 'Ben Taylor', 'Zach Zarba']",0
589,202103170DET,"['Brandon Adair', 'Tony Brown', 'Jacyn Goble']",750
590,202103170HOU,"['John Conley', 'Kevin Scott', 'Leon Wood']",3259
591,202103170IND,"['Mitchell Ervin', 'Tyler Ford', 'Matt Myers']",0
592,202103170MEM,"['Courtney Kirkland', 'Andy Nagy', 'Michael Smith']",2217
593,202103170PHI,"['Scott Foster', 'Jason Goldenberg', 'Mark Lindsay']",3071
594,202103170WAS,"['Brent Barnaky', 'C.J. Washington', 'Sean Wright']",0
595,202103180ATL,"['James Capers Jr.', 'Mousa Dagher', 'J.B. DeRosa']",2621
596,202103180LAL,"['Mark Ayotte', 'Josh Tiven', 'Haywoode Workman']",0
597,202103180NYK,"['Kevin Cutler', 'Justin Van Duyne', 'James Williams']",1531
598,202103180PHO,"['Kane Fitzgerald', 'Jonathan Sterling', 'Dedric Taylor']",3172
599,202103180POR,"['Bennie Adams', 'Derrick Collins', 'Eric Lewis']",0
600,202103180WAS,"['Brent Barnaky', 'Simone Jelks', 'Rodney Mott']",0
601,202103190BOS,"['Lauren Holtkamp-Sterling', 'Ken Mauer', 'Ashley Moyer-Gleich']",0
602,202103190CLE,"['Tyler Ford', 'Pat Fraher', 'Suyash Mehta']",0
603,202103190DEN,"['John Goble', 'Natalie Sago', 'Ben Taylor']",0
604,202103190HOU,"['Nick Buchert', 'John Conley', 'Zach Zarba']",3061
605,202103190MEM,"['Matt Boland', 'Sean Corbin', 'Jacyn Goble']",2716
606,202103190MIA,"['Brett Nansel', 'Kevin Scott', 'Leon Wood']",0
607,202103190ORL,"['Mitchell Ervin', 'Evan Scott', 'Sean Wright']",3665
608,202103190PHO,"['Kane Fitzgerald', 'Jonathan Sterling', 'Scott Twardoski']",3124
609,202103190POR,"['Brandon Adair', 'Eric Lewis', 'Aaron Smith']",0
610,202103190TOR,"['Mark Lindsay', 'C.J. Washington', 'James Williams']",0
611,202103200LAC,"['Rodney Mott', 'Dedric Taylor', 'Haywoode Workman']",0
612,202103200LAL,"['Bennie Adams', 'Mark Ayotte', 'Josh Tiven']",0
613,202103200MEM,"['J.B. DeRosa', 'Jacyn Goble', 'Tre Maddox']",0
614,202103200MIL,"['Brent Barnaky', 'Tony Brown', 'Phenizee Ransom']",3280
615,202103200PHI,"['James Capers Jr.', 'Karl Lane', 'Andy Nagy']",3071
616,202103210BOS,"['Robert Hussey', 'Ken Mauer', 'Justin Van Duyne']",0
617,202103210BRK,"['Kevin Cutler', 'Pat Fraher', 'Suyash Mehta']",1773
618,202103210CLE,"['Nick Buchert', 'Derrick Collins', 'Danielle Scott']",0
619,202103210DEN,"['John Goble', 'Natalie Sago', 'Jonathan Sterling']",0
620,202103210DET,"['Bill Kennedy', 'Ashley Moyer-Gleich', 'C.J. Washington']",750
621,202103210HOU,"['Sean Corbin', 'Mitchell Ervin', 'Simone Jelks']",3297
622,202103210MIA,"['Lauren Holtkamp-Sterling', 'Brett Nansel', 'Zach Zarba']",0
623,202103210NYK,"['Courtney Kirkland', 'Dannica Mosher', 'Leon Wood']",1981
624,202103210PHO,"['Tyler Ford', 'Eric Lewis', 'Scott Twardoski']",3190
625,202103210POR,"['Brandon Adair', 'Kane Fitzgerald', 'Aaron Smith']",0
626,202103220CHI,"['Brent Barnaky', 'Andy Nagy', 'Ben Taylor']",0
627,202103220CLE,"['Eric Dalen', 'David Guthrie', 'Danielle Scott']",4100
628,202103220HOU,"['Mitchell Ervin', 'Simone Jelks', 'James Williams']",2965
629,202103220LAC,"['Bennie Adams', 'Dedric Taylor', 'Josh Tiven']",0
630,202103220MEM,"['James Capers Jr.', 'J.B. DeRosa', 'Haywoode Workman']",2319
631,202103220MIL,"['Karl Lane', 'Phenizee Ransom', 'Kevin Scott']",3280
632,202103220MIN,"['Matt Boland', 'Ed Malloy', 'Jenna Schroeder']",0
633,202103220SAS,"['Curtis Blair', 'John Butler', 'Marat Kogut']",3222
634,202103230GSW,"['Tyler Ford', 'Natalie Sago', 'Aaron Smith']",0
635,202103230MIA,"['Nick Buchert', 'Nate Green', 'Bill Kennedy']",0
636,202103230NOP,"['Sean Corbin', 'Scott Foster', 'Lauren Holtkamp-Sterling']",3700
637,202103230NYK,"['Brian Forte', 'Courtney Kirkland', 'Justin Van Duyne']",1589
638,202103230ORL,"['Derrick Collins', 'Brett Nansel', 'Zach Zarba']",3485
639,202103230POR,"['Kane Fitzgerald', 'Scott Twardoski', 'Tom Washington']",0
640,202103240CHI,"['Brent Barnaky', 'Leroy Richardson', 'Kevin Scott']",0
641,202103240HOU,"['Bennie Adams', 'Scott Wall', 'James Williams']",3163
642,202103240IND,"['Phenizee Ransom', 'Ben Taylor', 'Leon Wood']",0
643,202103240MIL,"['Brandon Adair', 'Kevin Cutler', 'Marc Davis']",3280
644,202103240MIN,"['Ed Malloy', 'Gediminas Petraitis', 'Danielle Scott']",0
645,202103240OKC,"['Mitchell Ervin', 'David Guthrie', 'Ashley Moyer-Gleich']",0
646,202103240ORL,"['John Butler', 'Derrick Collins', 'Karl Lane']",3891
647,202103240SAC,"['Tony Brothers', 'Jason Goldenberg', 'Aaron Smith']",0
648,202103240SAS,"['Marat Kogut', 'Eric Lewis', 'Matt Myers']",3224
649,202103240TOR,"['Curtis Blair', 'Eric Dalen', 'J.B. DeRosa']",1578
