,gameid,ref,att
324,201412100SAS,"['Tony Brothers', 'Kevin Scott', 'Sean Wright']",18581
325,201412110OKC,"['Joe Crawford', 'Eli Roe', 'Leon Wood']",18203
326,201412110SAC,"['Dan Crawford', 'Kevin Cutler', 'Courtney Kirkland']",16676
327,201412120ATL,"['James Capers Jr.', 'Mitchell Ervin', 'Eric Lewis']",13247
328,201412120BOS,"['Derrick Collins', 'Ed Malloy', 'Dedric Taylor']",17989
329,201412120BRK,"['Marc Davis', 'Leroy Richardson', 'C.J. Washington']",16326
330,201412120CHI,"['Ken Mauer', 'J.T. Orr', 'Scott Wall']",21725
331,201412120MEM,"['Pat Fraher', 'Jason Phillips', 'Haywoode Workman']",15897
332,201412120MIN,"['Nick Buchert', 'John Goble', 'Brett Nansel']",13557
333,201412120NOP,"['Kevin Scott', 'Bill Spooner', 'James Williams']",18069
334,201412120PHO,"['Bill Kennedy', 'Tre Maddox', 'Josh Tiven']",17007
335,201412120SAS,"['Bennie Adams', 'Curtis Blair', 'Scott Foster']",18581
336,201412120TOR,"['Sean Corbin', 'Karl Lane', 'Mark Lindsay']",19800
337,201412120UTA,"['Mike Callahan', 'Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",19911
338,201412120WAS,"['Steve Anderson', 'Brian Forte', 'Michael Smith']",17437
339,201412130CHO,"['Nick Buchert', 'Justin Van Duyne', 'Zach Zarba']",17113
340,201412130DAL,"['Brent Barnaky', 'Ben Taylor', 'Tom Washington']",20317
341,201412130HOU,"['Kevin Scott', 'Leon Wood', 'Sean Wright']",18136
342,201412130IND,"['Steve Anderson', 'Matt Boland', 'Joe Crawford']",17206
343,201412130MIL,"['David Jones', 'J.T. Orr', 'Gary Zielinski']",16227
344,201412130ORL,"['Mark Ayotte', 'Marat Kogut', 'Monty McCutchen']",15939
345,201412130PHI,"['Tony Brothers', 'Derrick Collins', 'Dedric Taylor']",13698
346,201412130SAC,"['David Guthrie', 'Eli Roe', 'Derrick Stafford']",16242
347,201412140DEN,"['Mike Callahan', 'Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",16544
348,201412140MIA,"['Scott Foster', 'Pat Fraher', 'Haywoode Workman']",19600
349,201412140MIN,"['Brent Barnaky', 'Matt Boland', 'Marc Davis']",15008
350,201412140NOP,"['Courtney Kirkland', 'Jason Phillips', 'C.J. Washington']",15037
351,201412140NYK,"['Tyler Ford', 'Leroy Richardson', 'Michael Smith']",19812
352,201412140OKC,"['Curtis Blair', 'Ken Mauer', 'Scott Wall']",18203
353,201412140WAS,"['Sean Corbin', 'Dan Crawford', 'James Williams']",15220
354,201412150ATL,"['Nick Buchert', 'Ron Garretson', 'Justin Van Duyne']",16805
355,201412150CLE,"['Steve Anderson', 'Mark Ayotte', 'Marc Davis']",20562
356,201412150IND,"['James Capers Jr.', 'David Jones', 'J.T. Orr']",15261
357,201412150LAC,"['Bennie Adams', 'Ed Malloy', 'Derek Richardson']",19060
358,201412150PHI,"['Tom Washington', 'Leon Wood', 'Sean Wright']",12903
359,201412150PHO,"['David Guthrie', 'Eli Roe', 'Derrick Stafford']",17327
360,201412150POR,"['Karl Lane', 'Eric Lewis', 'Zach Zarba']",19441
361,201412150TOR,"['Tony Brothers', 'Dedric Taylor', 'Gary Zielinski']",19800
362,201412160BRK,"['Tony Brothers', 'Sean Corbin', 'Scott Twardoski']",16827
363,201412160MEM,"['Matt Boland', 'Brian Forte', 'Scott Foster']",18119
364,201412160NOP,"['Tony Brown', 'Tyler Ford', 'Ken Mauer']",13179
365,201412160NYK,"['Dan Crawford', 'Pat Fraher', 'Haywoode Workman']",19812
366,201412160SAC,"['Mike Callahan', 'Derrick Collins', 'Lauren Holtkamp-Sterling']",17317
367,201412160WAS,"['Monty McCutchen', 'Leroy Richardson', 'Kevin Scott']",15823
368,201412170BOS,"['Nick Buchert', 'Marc Davis', 'Josh Tiven']",16764
369,201412170CHO,"['David Jones', 'Bill Spooner', 'Scott Twardoski']",15459
370,201412170CLE,"['Kevin Cutler', 'Bill Kennedy', 'Gary Zielinski']",20562
371,201412170DEN,"['Joe Crawford', 'Eric Lewis', 'James Williams']",12107
372,201412170DET,"['Jason Phillips', 'Michael Smith', 'Leon Wood']",12287
373,201412170LAC,"['David Guthrie', 'Eli Roe', 'Derrick Stafford']",19060
374,201412170MIA,"['Ben Taylor', 'Scott Wall', 'Tom Washington']",19633
375,201412170POR,"['Derrick Collins', 'Kane Fitzgerald', 'Ed Malloy']",19495
376,201412170SAS,"['Ron Garretson', 'Mark Lindsay', 'Justin Van Duyne']",18581
377,201412170TOR,"['Mark Ayotte', 'James Capers Jr.', 'J.T. Orr']",19800
378,201412180CHI,"['Curtis Blair', 'Tony Brown', 'Monty McCutchen']",21875
379,201412180GSW,"['Kane Fitzgerald', 'Ed Malloy', 'Derek Richardson']",19596
380,201412180HOU,"['Ron Garretson', 'Mark Lindsay', 'Justin Van Duyne']",18137
381,201412180SAC,"['Bennie Adams', 'Karl Lane', 'Zach Zarba']",15645
382,201412190BOS,"['Brian Forte', 'John Goble', 'Marat Kogut']",17042
383,201412190CLE,"['Monty McCutchen', 'Dedric Taylor', 'Sean Wright']",20562
384,201412190DEN,"['Steve Anderson', 'Karl Lane', 'Zach Zarba']",15030
385,201412190DET,"['Sean Corbin', 'Dan Crawford', 'Violet Palmer']",16274
386,201412190LAL,"['Joe Crawford', 'Eric Lewis', 'James Williams']",18997
387,201412190MEM,"['Mark Ayotte', 'Michael Smith', 'Scott Twardoski']",18119
388,201412190MIA,"['Tre Maddox', 'Ken Mauer', 'Josh Tiven']",19600
389,201412190ORL,"['Kevin Cutler', 'Bill Spooner', 'Leon Wood']",16032
390,201412190PHI,"['Bill Kennedy', 'Courtney Kirkland', 'J.T. Orr']",13398
391,201412190SAS,"['Brent Barnaky', 'Jason Phillips', 'Gary Zielinski']",18581
392,201412200CHO,"['Pat Fraher', 'John Goble', 'Haywoode Workman']",17384
393,201412200DAL,"['Derrick Collins', 'Marc Davis', 'Josh Tiven']",20504
394,201412200DEN,"['Matt Boland', 'Scott Foster', 'Leroy Richardson']",14125
395,201412200HOU,"['Curtis Blair', 'Tony Brothers', 'Tony Brown']",16998
396,201412200LAC,"['Joe Crawford', 'Eric Lewis', 'James Williams']",19060
397,201412200NOP,"['James Capers Jr.', 'Derek Richardson', 'Scott Wall']",16079
398,201412200NYK,"['Nick Buchert', 'Mike Callahan', 'Lauren Holtkamp-Sterling']",19812
399,201412210BRK,"['Brian Forte', 'Ed Malloy', 'Kevin Scott']",17732
400,201412210CLE,"['Sean Corbin', 'Violet Palmer', 'Jason Phillips']",20562
401,201412210MIA,"['Kevin Cutler', 'Kane Fitzgerald', 'Bill Spooner']",19720
402,201412210MIN,"['Bennie Adams', 'Gediminas Petraitis', 'Michael Smith']",12687
403,201412210OKC,"['Steve Anderson', 'Marc Davis', 'David Jones']",18203
404,201412210ORL,"['Mark Lindsay', 'Tre Maddox', 'Derrick Stafford']",15682
405,201412210SAC,"['Mark Ayotte', 'Ron Garretson', 'Scott Twardoski']",17317
406,201412210TOR,"['David Guthrie', 'Marat Kogut', 'Tom Washington']",19800
407,201412210WAS,"['Bill Kennedy', 'Ben Taylor', 'Leon Wood']",18207
408,201412220CHI,"['Mike Callahan', 'Courtney Kirkland', 'Derek Richardson']",21846
409,201412220CHO,"['Lauren Holtkamp-Sterling', 'Monty McCutchen', 'Sean Wright']",16913
410,201412220DAL,"['John Goble', 'Eric Lewis', 'Eli Roe']",20339
411,201412220GSW,"['Matt Boland', 'Scott Foster', 'Leroy Richardson']",19596
412,201412220HOU,"['Karl Lane', 'Josh Tiven', 'Zach Zarba']",18316
413,201412220MEM,"['Brent Barnaky', 'Tony Brothers', 'Dedric Taylor']",16991
414,201412220SAS,"['James Capers Jr.', 'Pat Fraher', 'Haywoode Workman']",18581
415,201412230ATL,"['Kane Fitzgerald', 'Tre Maddox', 'Derrick Stafford']",19191
416,201412230BRK,"['Nick Buchert', 'Bill Kennedy', 'James Williams']",17080
417,201412230CLE,"['Courtney Kirkland', 'Ben Taylor', 'Tom Washington']",20562
418,201412230IND,"['Curtis Blair', 'Brian Forte', 'Jason Phillips']",17336
419,201412230LAL,"['Violet Palmer', 'Bill Spooner', 'Gary Zielinski']",18997
420,201412230MIA,"['Brent Barnaky', 'David Jones', 'Eli Roe']",19600
421,201412230MIL,"['Derrick Collins', 'Ed Malloy', 'Derek Richardson']",14653
422,201412230OKC,"['Sean Corbin', 'David Guthrie', 'Haywoode Workman']",18203
423,201412230ORL,"['Dan Crawford', 'Lauren Holtkamp-Sterling', 'Kevin Scott']",17489
424,201412230PHO,"['Matt Boland', 'Scott Foster', 'Leroy Richardson']",18055
425,201412230WAS,"['Bennie Adams', 'Marc Davis', 'Marat Kogut']",20356
426,201412250CHI,"['Nick Buchert', 'James Capers Jr.', 'Pat Fraher']",22865
427,201412250LAC,"['Mark Ayotte', 'Tony Brothers', 'Sean Wright']",19540
428,201412250MIA,"['John Goble', 'Monty McCutchen', 'Kevin Scott']",19817
429,201412250NYK,"['Kane Fitzgerald', 'Mark Lindsay', 'Zach Zarba']",19812
430,201412250SAS,"['Dan Crawford', 'Karl Lane', 'Michael Smith']",18581
431,201412260ATL,"['Bennie Adams', 'Bill Spooner', 'Haywoode Workman']",19016
432,201412260BOS,"['Matt Boland', 'Scott Foster', 'Eric Lewis']",18624
433,201412260DAL,"['Sean Corbin', 'David Guthrie', 'Karl Lane']",20424
434,201412260DEN,"['David Jones', 'J.T. Orr', 'Leon Wood']",14516
435,201412260DET,"['Kevin Cutler', 'Courtney Kirkland', 'Tom Washington']",13408
436,201412260MEM,"['Kane Fitzgerald', 'John Goble', 'James Williams']",18119
437,201412260NOP,"['Derrick Collins', 'Ed Malloy', 'Eli Roe']",18376
438,201412260OKC,"['Brent Barnaky', 'Derrick Stafford', 'Scott Twardoski']",18203
439,201412260ORL,"['Mike Callahan', 'Gediminas Petraitis', 'Leroy Richardson']",18846
440,201412260POR,"['Ron Garretson', 'Violet Palmer', 'Gary Zielinski']",19972
441,201412260SAC,"['Steve Anderson', 'Marc Davis', 'Brian Forte']",17317
442,201412270BRK,"['Pat Fraher', 'Marat Kogut', 'Monty McCutchen']",17732
443,201412270CHI,"['Brent Barnaky', 'Kevin Cutler', 'Scott Foster']",21935
444,201412270CHO,"['Eric Lewis', 'Ben Taylor', 'Tom Washington']",19085
445,201412270GSW,"['Mark Lindsay', 'Jason Phillips', 'Dedric Taylor']",19596
446,201412270LAC,"['Bill Kennedy', 'Josh Tiven', 'Justin Van Duyne']",19335
447,201412270MIA,"['Nick Buchert', 'Leroy Richardson', 'Michael Smith']",19744
448,201412270MIL,"['Dan Crawford', 'Lauren Holtkamp-Sterling', 'Kevin Scott']",16788
449,201412270SAC,"['Curtis Blair', 'Tony Brothers', 'Sean Wright']",17317
450,201412270UTA,"['Steve Anderson', 'Marc Davis', 'Brian Forte']",18890
451,201412270WAS,"['James Capers Jr.', 'Mitchell Ervin', 'Tre Maddox']",20356
452,201412280CLE,"['David Guthrie', 'Bill Spooner', 'C.J. Washington']",20562
453,201412280DAL,"['Ed Malloy', 'James Williams', 'Gary Zielinski']",20417
454,201412280DEN,"['Mark Ayotte', 'Curtis Blair', 'Tony Brothers']",14216
455,201412280LAL,"['Mark Lindsay', 'Jason Phillips', 'Dedric Taylor']",18997
456,201412280POR,"['David Jones', 'J.T. Orr', 'Josh Tiven']",19800
457,201412280SAS,"['Sean Corbin', 'Scott Twardoski', 'Zach Zarba']",18581
458,201412290BRK,"['Kane Fitzgerald', 'Tre Maddox', 'Michael Smith']",17732
459,201412290CHO,"['Kevin Cutler', 'Scott Foster', 'Leon Wood']",17430
460,201412290HOU,"['Pat Fraher', 'Marat Kogut', 'Monty McCutchen']",18322
461,201412290IND,"['Derrick Collins', 'Dan Crawford', 'Lauren Holtkamp-Sterling']",18165
462,201412290LAC,"['Ron Garretson', 'Courtney Kirkland', 'J.T. Orr']",19060
463,201412290MIA,"['Tony Brown', 'James Capers Jr.', 'Karl Lane']",19887
464,201412300ATL,"['Derrick Collins', 'Sean Corbin', 'Karl Lane']",19215
465,201412300CHI,"['David Guthrie', 'Eli Roe', 'Bill Spooner']",22032
466,201412300DAL,"['Mark Ayotte', 'Justin Van Duyne', 'Tom Washington']",20397
467,201412300DEN,"['Ed Malloy', 'Ben Taylor', 'Josh Tiven']",17248
468,201412300GSW,"['Curtis Blair', 'David Jones', 'Courtney Kirkland']",19596
469,201412300MEM,"['Marat Kogut', 'Monty McCutchen', 'Kevin Scott']",18119
470,201412300NOP,"['Matt Boland', 'John Goble', 'Gary Zielinski']",16364
471,201412300ORL,"['Nick Buchert', 'Haywoode Workman', 'Zach Zarba']",17414
472,201412300POR,"['Steve Anderson', 'Marc Davis', 'Brian Forte']",20053
473,201412300UTA,"['Bill Kennedy', 'Brett Nansel', 'Sean Wright']",18947
474,201412310BOS,"['Tony Brown', 'Dan Crawford', 'Leon Wood']",18624
475,201412310CLE,"['Brent Barnaky', 'Joe Crawford', 'Eli Roe']",20562
476,201412310HOU,"['Matt Boland', 'Nick Buchert', 'Michael Smith']",18276
477,201412310IND,"['Eric Lewis', 'Tre Maddox', 'Ken Mauer']",18165
478,201412310LAC,"['Mark Lindsay', 'Jason Phillips', 'Dedric Taylor']",19198
479,201412310OKC,"['Mark Ayotte', 'James Capers Jr.', 'Justin Van Duyne']",18203
480,201412310SAS,"['Tony Brothers', 'Scott Wall', 'James Williams']",18581
481,201501010CHI,"['Steve Anderson', 'Joe Crawford', 'Eric Lewis']",21794
482,201501010MIN,"['Brent Barnaky', 'Kevin Scott', 'Bill Spooner']",13337
483,201501020BOS,"['James Capers Jr.', 'Karl Lane', 'Sean Wright']",18624
484,201501020CHO,"['Tony Brown', 'Tyler Ford', 'Ken Mauer']",19307
485,201501020GSW,"['John Goble', 'Ben Taylor', 'Gary Zielinski']",19596
486,201501020LAL,"['Courtney Kirkland', 'Justin Van Duyne', 'Tom Washington']",18997
487,201501020MIL,"['Marc Davis', 'Pat Fraher', 'J.T. Orr']",16238
488,201501020NOP,"['David Jones', 'Josh Tiven', 'Haywoode Workman']",17705
489,201501020NYK,"['Ron Garretson', 'Gediminas Petraitis', 'Leon Wood']",19812
490,201501020OKC,"['Bill Kennedy', 'Eli Roe', 'Michael Smith']",18203
491,201501020ORL,"['Curtis Blair', 'Tony Brothers', 'Sean Corbin']",17008
492,201501020PHO,"['Derek Richardson', 'Scott Wall', 'Zach Zarba']",16514
493,201501020UTA,"['Kane Fitzgerald', 'Ed Malloy', 'Scott Twardoski']",19029
494,201501030CHI,"['Matt Boland', 'Mark Lindsay', 'Jason Phillips']",21820
495,201501030DEN,"['Kevin Cutler', 'Kane Fitzgerald', 'Bill Spooner']",16350
496,201501030HOU,"['Curtis Blair', 'Bill Kennedy', 'Kevin Scott']",18338
497,201501030LAC,"['David Guthrie', 'Tre Maddox', 'Ed Malloy']",19060
498,201501030MIN,"['Derrick Collins', 'Dan Crawford', 'James Williams']",13702
499,201501030ORL,"['Brian Forte', 'Marat Kogut', 'Monty McCutchen']",15274
500,201501030POR,"['Mark Ayotte', 'John Goble', 'Ben Taylor']",19829
501,201501030SAS,"['Nick Buchert', 'Joe Crawford', 'Josh Tiven']",18581
502,201501040CLE,"['Pat Fraher', 'Ron Garretson', 'J.T. Orr']",20562
503,201501040DET,"['Matt Boland', 'David Jones', 'Eric Lewis']",12254
504,201501040LAL,"['Derek Richardson', 'Scott Wall', 'Zach Zarba']",18997
505,201501040MIA,"['Tyler Ford', 'Scott Foster', 'Sean Wright']",20181
506,201501040NYK,"['Tony Brown', 'Mitchell Ervin', 'Ken Mauer']",19812
507,201501040PHO,"['Courtney Kirkland', 'Scott Twardoski', 'Tom Washington']",17166
508,201501050BOS,"['Brent Barnaky', 'Tony Brothers', 'J.T. Orr']",16720
509,201501050BRK,"['Marc Davis', 'Mitchell Ervin', 'Eric Lewis']",17732
510,201501050CHI,"['Karl Lane', 'Ed Malloy', 'Leon Wood']",21510
511,201501050GSW,"['Derrick Collins', 'Kevin Cutler', 'Tom Washington']",19596
512,201501050LAC,"['Derek Richardson', 'Zach Zarba', 'Gary Zielinski']",19060
513,201501050MEM,"['Steve Anderson', 'Nick Buchert', 'Scott Foster']",16888
514,201501050MIN,"['James Capers Jr.', 'Brian Forte', 'Lauren Holtkamp-Sterling']",10386
515,201501050NOP,"['Sean Corbin', 'Kevin Scott', 'Dedric Taylor']",16182
516,201501050PHI,"['Bill Kennedy', 'Mark Lindsay', 'Gediminas Petraitis']",17771
517,201501050POR,"['Dan Crawford', 'David Guthrie', 'Haywoode Workman']",19827
518,201501050UTA,"['Mark Ayotte', 'John Goble', 'Justin Van Duyne']",17378
519,201501060MIL,"['Eric Dalen', 'Ron Garretson', 'Josh Tiven']",12311
520,201501060SAS,"['Kane Fitzgerald', 'Bennett Salvatore', 'Dedric Taylor']",18581
521,201501070ATL,"['Marc Davis', 'Tyler Ford', 'Josh Tiven']",17126
522,201501070BRK,"['Mike Callahan', 'Courtney Kirkland', 'James Williams']",16005
523,201501070CHI,"['Tony Brothers', 'Sean Corbin', 'J.T. Orr']",21379
524,201501070CHO,"['Mitchell Ervin', 'Kane Fitzgerald', 'Bill Kennedy']",15171
525,201501070CLE,"['Steve Anderson', 'James Capers Jr.', 'Brian Forte']",20562
526,201501070DAL,"['Nick Buchert', 'Tre Maddox', 'Ken Mauer']",20279
527,201501070DEN,"['Violet Palmer', 'Tom Washington', 'Gary Zielinski']",13513
528,201501070GSW,"['Tony Brown', 'Eli Roe', 'Derrick Stafford']",19596
529,201501070LAC,"['Bennie Adams', 'Bill Spooner', 'Scott Twardoski']",19487
530,201501070MIN,"['Marat Kogut', 'Michael Smith', 'Sean Wright']",10547
531,201501070PHI,"['Curtis Blair', 'Matt Boland', 'Scott Foster']",10288
532,201501070SAC,"['Dan Crawford', 'David Guthrie', 'Haywoode Workman']",16037
533,201501070WAS,"['Brent Barnaky', 'David Jones', 'Ben Taylor']",16902
534,201501080NYK,"['Tony Brothers', 'Eric Lewis', 'Scott Wall']",19812
535,201501080POR,"['Derrick Collins', 'Joe Crawford', 'Leroy Richardson']",19441
536,201501080TOR,"['John Goble', 'Mark Lindsay', 'Kevin Scott']",19800
537,201501090BRK,"['James Capers Jr.', 'Brian Forte', 'Ben Taylor']",16172
538,201501090DET,"['Mark Ayotte', 'Bill Kennedy', 'James Williams']",18859
539,201501090GSW,"['Dan Crawford', 'David Guthrie', 'Haywoode Workman']",19596
540,201501090IND,"['Sean Corbin', 'Kevin Cutler', 'Ed Malloy']",18165
541,201501090LAL,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Michael Smith']",18997
542,201501090MIL,"['Mark Lindsay', 'Bennett Salvatore', 'Justin Van Duyne']",15480
543,201501090NOP,"['Pat Fraher', 'Tre Maddox', 'Sean Wright']",17639
544,201501090OKC,"['Ron Garretson', 'Violet Palmer', 'Gary Zielinski']",18203
545,201501090SAC,"['Tony Brown', 'Eli Roe', 'Derrick Stafford']",16029
546,201501090SAS,"['Brent Barnaky', 'Ken Mauer', 'J.T. Orr']",18581
547,201501090WAS,"['Matt Boland', 'Courtney Kirkland', 'Zach Zarba']",20356
548,201501100CHI,"['Mark Ayotte', 'Marc Davis', 'Scott Twardoski']",21781
549,201501100DET,"['Bennie Adams', 'John Goble', 'Justin Van Duyne']",19301
550,201501100HOU,"['Brent Barnaky', 'David Jones', 'Dedric Taylor']",18235
551,201501100LAC,"['Derrick Collins', 'Joe Crawford', 'Leroy Richardson']",19060
552,201501100MIN,"['Kevin Cutler', 'Courtney Kirkland', 'Ed Malloy']",17871
553,201501100NYK,"['Marat Kogut', 'Bill Spooner', 'Josh Tiven']",19812
554,201501100PHI,"['Tony Brothers', 'Kevin Scott', 'Scott Wall']",17496
555,201501100POR,"['Scott Foster', 'Karl Lane', 'Leon Wood']",19546
556,201501100TOR,"['Bill Kennedy', 'Derek Richardson', 'Zach Zarba']",19800
557,201501110ATL,"['Eric Dalen', 'Pat Fraher', 'Ken Mauer']",18057
558,201501110LAC,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Michael Smith']",19060
559,201501110LAL,"['Tony Brown', 'Eli Roe', 'Derrick Stafford']",18997
560,201501110MEM,"['Sean Corbin', 'Violet Palmer', 'Bennett Salvatore']",17212
561,201501110SAC,"['Derrick Collins', 'Ron Garretson', 'Leroy Richardson']",16143
562,201501120BOS,"['Steve Anderson', 'Mark Ayotte', 'Bill Spooner']",16905
563,201501120BRK,"['David Guthrie', 'Marat Kogut', 'Tom Washington']",16115
564,201501120CHI,"['Bennie Adams', 'Dan Crawford', 'Justin Van Duyne']",21302
565,201501120TOR,"['Marc Davis', 'Ben Taylor', 'Scott Wall']",19800
566,201501130IND,"['Marc Davis', 'Kane Fitzgerald', 'Tyler Ford']",16781
567,201501130LAL,"['Nick Buchert', 'Ed Malloy', 'J.T. Orr']",18997
568,201501130PHI,"['Mitchell Ervin', 'Courtney Kirkland', 'Bennett Salvatore']",10466
569,201501130PHO,"['Scott Foster', 'Karl Lane', 'Eric Lewis']",16819
570,201501130SAC,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Leon Wood']",15747
571,201501130UTA,"['Leroy Richardson', 'Eli Roe', 'Michael Smith']",19911
572,201501130WAS,"['Tony Brothers', 'Brian Forte', 'Derek Richardson']",18116
573,201501140BOS,"['Curtis Blair', 'David Guthrie', 'Tom Washington']",16067
574,201501140BRK,"['Matt Boland', 'Josh Tiven', 'Zach Zarba']",16516
575,201501140CHI,"['Monty McCutchen', 'Dedric Taylor', 'Scott Wall']",21498
576,201501140CHO,"['Steve Anderson', 'Dan Crawford', 'Mark Lindsay']",17309
577,201501140DEN,"['Nick Buchert', 'Bill Kennedy', 'Tre Maddox']",14022
578,201501140DET,"['Tony Brown', 'Jason Phillips', 'Derek Richardson']",12016
579,201501140GSW,"['Scott Foster', 'Karl Lane', 'Eric Lewis']",19596
580,201501140ORL,"['John Goble', 'Derrick Stafford', 'Haywoode Workman']",16828
581,201501140POR,"['Bennie Adams', 'Ed Malloy', 'Scott Twardoski']",19441
582,201501140TOR,"['Sean Corbin', 'Marat Kogut', 'Bill Spooner']",19800
583,201501150HOU,"['Kane Fitzgerald', 'Ron Garretson', 'Eli Roe']",18315
584,201501150LAL,"['Mark Ayotte', 'Kevin Cutler', 'Ken Mauer']",18997
585,201501150MIL,"['James Capers Jr.', 'Pat Fraher', 'James Williams']",18689
586,201501160BOS,"['Derrick Collins', 'John Goble', 'Marat Kogut']",18624
587,201501160DAL,"['Courtney Kirkland', 'Eli Roe', 'Bennett Salvatore']",20337
588,201501160IND,"['Curtis Blair', 'David Guthrie', 'Tom Washington']",17558
589,201501160LAC,"['Tony Brothers', 'Brian Forte', 'Leon Wood']",19380
590,201501160OKC,"['Eric Dalen', 'Marc Davis', 'Josh Tiven']",18203
591,201501160ORL,"['Dedric Taylor', 'Scott Wall', 'Sean Wright']",18141
592,201501160PHI,"['Lauren Holtkamp-Sterling', 'Leroy Richardson', 'Zach Zarba']",15672
593,201501160PHO,"['Nick Buchert', 'Ed Malloy', 'J.T. Orr']",17441
594,201501160SAC,"['Bennie Adams', 'Monty McCutchen', 'Derek Richardson']",16350
595,201501160SAS,"['Matt Boland', 'Jason Phillips', 'Kevin Scott']",18581
596,201501160TOR,"['Brent Barnaky', 'Derrick Stafford', 'Haywoode Workman']",19800
597,201501160UTA,"['Bill Kennedy', 'Eric Lewis', 'Violet Palmer']",19911
598,201501160WAS,"['Tyler Ford', 'Tre Maddox', 'Bill Spooner']",17788
599,201501170BRK,"['Ron Garretson', 'Mark Lindsay', 'Haywoode Workman']",17732
600,201501170CHI,"['Tre Maddox', 'Josh Tiven', 'Zach Zarba']",22024
601,201501170CHO,"['Sean Corbin', 'Leroy Richardson', 'Dedric Taylor']",19285
602,201501170DEN,"['Steve Anderson', 'Tony Brothers', 'Brian Forte']",14821
603,201501170DET,"['Brent Barnaky', 'Mike Callahan', 'Karl Lane']",15496
604,201501170HOU,"['Tony Brown', 'Dan Crawford', 'Scott Twardoski']",18458
605,201501170MEM,"['Courtney Kirkland', 'Ben Taylor', 'Tom Washington']",18119
606,201501170SAC,"['Mark Ayotte', 'Kevin Cutler', 'Ken Mauer']",16601
607,201501180ORL,"['Matt Boland', 'Bennett Salvatore', 'Kevin Scott']",16128
608,201501180SAS,"['Nick Buchert', 'Eric Dalen', 'Derrick Stafford']",18581
609,201501180TOR,"['Curtis Blair', 'Derrick Collins', 'Sean Wright']",19800
610,201501190ATL,"['Ron Garretson', 'Mark Lindsay', 'Ben Taylor']",19108
611,201501190CHO,"['James Capers Jr.', 'Pat Fraher', 'Karl Lane']",17989
612,201501190CLE,"['Brent Barnaky', 'Jason Phillips', 'Sean Wright']",20562
613,201501190GSW,"['Bennie Adams', 'Ken Mauer', 'Violet Palmer']",19596
614,201501190HOU,"['Mark Ayotte', 'Mike Callahan', 'Gediminas Petraitis']",18266
615,201501190LAC,"['Sean Corbin', 'Monty McCutchen', 'Justin Van Duyne']",19060
616,201501190MEM,"['John Goble', 'David Guthrie', 'Scott Twardoski']",18119
617,201501190MIL,"['Tony Brown', 'Dan Crawford', 'Tre Maddox']",12707
618,201501190NYK,"['Marc Davis', 'Michael Smith', 'C.J. Washington']",19812
619,201501190PHO,"['Steve Anderson', 'Tony Brothers', 'Brian Forte']",17435
620,201501190POR,"['Kane Fitzgerald', 'J.T. Orr', 'Bill Spooner']",19441
621,201501190WAS,"['Scott Foster', 'Bill Kennedy', 'Leon Wood']",19040
622,201501200DEN,"['Kevin Cutler', 'Monty McCutchen', 'Scott Wall']",14434
623,201501200MIA,"['Courtney Kirkland', 'Tom Washington', 'James Williams']",19735
624,201501210ATL,"['Matt Boland', 'John Goble', 'Sean Wright']",15045
625,201501210CHO,"['Ron Garretson', 'David Guthrie', 'Leon Wood']",16914
626,201501210CLE,"['David Jones', 'Bennett Salvatore', 'C.J. Washington']",20562
627,201501210DET,"['James Capers Jr.', 'Lauren Holtkamp-Sterling', 'Josh Tiven']",12148
628,201501210GSW,"['Mark Lindsay', 'Tre Maddox', 'Jason Phillips']",19596
629,201501210MEM,"['Mike Callahan', 'Pat Fraher', 'Gary Zielinski']",15112
630,201501210MIN,"['Bill Kennedy', 'Kevin Scott', 'Haywoode Workman']",13737
631,201501210NOP,"['Mark Ayotte', 'Gediminas Petraitis', 'Tom Washington']",16268
632,201501210PHI,"['Tony Brown', 'Dan Crawford', 'Eric Dalen']",13201
633,201501210PHO,"['Sean Corbin', 'Ken Mauer', 'Scott Twardoski']",16703
634,201501210SAC,"['Steve Anderson', 'Tony Brothers', 'Brian Forte']",16427
635,201501210WAS,"['Marat Kogut', 'Eric Lewis', 'Derrick Stafford']",20356
636,201501220CHI,"['Scott Foster', 'Eli Roe', 'Michael Smith']",21648
637,201501220LAC,"['Curtis Blair', 'Marc Davis', 'Kane Fitzgerald']",19060
638,201501220MIL,"['Bennie Adams', 'Bill Spooner', 'Ben Taylor']",12415
639,201501220POR,"['Kevin Cutler', 'Mark Lindsay', 'Jason Phillips']",19567
640,201501230ATL,"['Mike Callahan', 'Karl Lane', 'Leon Wood']",19203
641,201501230CLE,"['Tony Brown', 'Bill Kennedy', 'J.T. Orr']",20562
642,201501230DAL,"['Pat Fraher', 'Monty McCutchen', 'James Williams']",20408
643,201501230DEN,"['Curtis Blair', 'Marc Davis', 'Kane Fitzgerald']",16133
644,201501230GSW,"['Josh Tiven', 'Scott Twardoski', 'Tom Washington']",19596
645,201501230MIA,"['Lauren Holtkamp-Sterling', 'Bennett Salvatore', 'Gary Zielinski']",19693
